Gene Set,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,nGenes
UV_RESPONSE_DN,HALLMARK_UV_RESPONSE_DN,'22/347,'116/2655,0.041891827750897344,0.19041739886771522,0.15233391909417215,ENSG00000187210/ENSG00000108821/ENSG00000160293/ENSG00000166949/ENSG00000168542/ENSG00000164692/ENSG00000124788/ENSG00000164442/ENSG00000121989/ENSG00000103222/ENSG00000115963/ENSG00000058668/ENSG00000010810/ENSG00000105974/ENSG00000163513/ENSG00000169439/ENSG00000156113/ENSG00000049323/ENSG00000060718/ENSG00000153904/ENSG00000170425/ENSG00000169047,22
HYPOXIA,HALLMARK_HYPOXIA,'28/347,'157/2655,0.04829755740255567,0.20123982251064862,0.1609918580085189,ENSG00000100196/ENSG00000113083/ENSG00000145287/ENSG00000130635/ENSG00000196154/ENSG00000067057/ENSG00000170525/ENSG00000011422/ENSG00000120708/ENSG00000011465/ENSG00000138764/ENSG00000164442/ENSG00000175040/ENSG00000076716/ENSG00000104812/ENSG00000143416/ENSG00000105974/ENSG00000059804/ENSG00000169439/ENSG00000119938/ENSG00000146674/ENSG00000074410/ENSG00000072682/ENSG00000163659/ENSG00000182197/ENSG00000119699/ENSG00000170425/ENSG00000146278,28
INTERFERON_ALPHA_RESPONSE,HALLMARK_INTERFERON_ALPHA_RESPONSE,'14/347,'70/2655,0.06466754786108131,0.2487213379272358,0.1989770703417887,ENSG00000166710/ENSG00000133106/ENSG00000059378/ENSG00000188404/ENSG00000157601/ENSG00000138496/ENSG00000188313/ENSG00000182326/ENSG00000119917/ENSG00000134326/ENSG00000106785/ENSG00000184979/ENSG00000134321/ENSG00000138642,14
KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,'23/347,'135/2655,0.10417120589187887,0.34036979764825953,0.27229583811860764,ENSG00000115339/ENSG00000134516/ENSG00000204103/ENSG00000134531/ENSG00000011422/ENSG00000136732/ENSG00000100985/ENSG00000168685/ENSG00000185811/ENSG00000086730/ENSG00000118971/ENSG00000167244/ENSG00000123689/ENSG00000146674/ENSG00000158869/ENSG00000128918/ENSG00000164171/ENSG00000147168/ENSG00000117594/ENSG00000110395/ENSG00000102547/ENSG00000144063/ENSG00000140968,23
IL2_STAT5_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,'25/347,'150/2655,0.11312233517871816,0.34036979764825953,0.27229583811860764,ENSG00000115590/ENSG00000122694/ENSG00000042493/ENSG00000107130/ENSG00000100385/ENSG00000134531/ENSG00000188404/ENSG00000121858/ENSG00000140030/ENSG00000170017/ENSG00000115758/ENSG00000188313/ENSG00000143891/ENSG00000117091/ENSG00000158985/ENSG00000118971/ENSG00000059804/ENSG00000135074/ENSG00000144749/ENSG00000127951/ENSG00000196664/ENSG00000132718/ENSG00000140968/ENSG00000160801/ENSG00000112149,25
CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,'11/347,'57/2655,0.11572573120040823,0.34036979764825953,0.27229583811860764,ENSG00000135842/ENSG00000164294/ENSG00000010278/ENSG00000131981/ENSG00000011422/ENSG00000170017/ENSG00000188313/ENSG00000161921/ENSG00000120885/ENSG00000147676/ENSG00000146278,11
IL6_JAK_STAT3_SIGNALING,HALLMARK_IL6_JAK_STAT3_SIGNALING,'11/347,'57/2655,0.11572573120040823,0.34036979764825953,0.27229583811860764,ENSG00000115590/ENSG00000010278/ENSG00000141506/ENSG00000137462/ENSG00000115415/ENSG00000177663/ENSG00000134352/ENSG00000147168/ENSG00000110395/ENSG00000145431/ENSG00000026103,11
REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,'7/347,'42/2655,0.3053270845561047,0.8389488086347573,0.6711590469078059,ENSG00000197971/ENSG00000067057/ENSG00000130592/ENSG00000103222/ENSG00000123131/ENSG00000175806/ENSG00000008394,7
TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,'23/347,'158/2655,0.31880054728120777,0.8389488086347573,0.6711590469078059,ENSG00000140379/ENSG00000137267/ENSG00000166949/ENSG00000170525/ENSG00000041982/ENSG00000011422/ENSG00000124225/ENSG00000137462/ENSG00000132334/ENSG00000116717/ENSG00000168685/ENSG00000105835/ENSG00000171621/ENSG00000078401/ENSG00000059804/ENSG00000123689/ENSG00000134352/ENSG00000164949/ENSG00000163659/ENSG00000110218/ENSG00000145632/ENSG00000146278/ENSG00000112149,23
APICAL_SURFACE,HALLMARK_APICAL_SURFACE,'5/347,'31/2655,0.38155957061154333,0.9538989265288583,0.7631191412230867,ENSG00000100385/ENSG00000180447/ENSG00000011422/ENSG00000147168/ENSG00000196562,5
KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,'10/347,'70/2655,0.4334224841545651,0.9617059437461781,0.7693647549969427,ENSG00000183508/ENSG00000103313/ENSG00000157601/ENSG00000175040/ENSG00000092295/ENSG00000078401/ENSG00000162267/ENSG00000099308/ENSG00000134321/ENSG00000151090,10
ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,'21/347,'153/2655,0.4400337215528262,0.9617059437461781,0.7693647549969427,ENSG00000109814/ENSG00000197249/ENSG00000141232/ENSG00000006534/ENSG00000010278/ENSG00000140263/ENSG00000003137/ENSG00000140526/ENSG00000136068/ENSG00000162434/ENSG00000154553/ENSG00000150687/ENSG00000166165/ENSG00000188910/ENSG00000058085/ENSG00000058668/ENSG00000105974/ENSG00000165704/ENSG00000134352/ENSG00000175356/ENSG00000074410,21
BILE_ACID_METABOLISM,HALLMARK_BILE_ACID_METABOLISM,'9/347,'63/2655,0.442384734123242,0.9617059437461781,0.7693647549969427,ENSG00000179761/ENSG00000103569/ENSG00000151726/ENSG00000124788/ENSG00000211448/ENSG00000114115/ENSG00000025423/ENSG00000165092/ENSG00000197142,9
GLYCOLYSIS,HALLMARK_GLYCOLYSIS,'19/347,'141/2655,0.48131829437344975,0.9999984525565441,0.7999987620452353,ENSG00000129521/ENSG00000100196/ENSG00000130635/ENSG00000067057/ENSG00000120708/ENSG00000011465/ENSG00000164442/ENSG00000175040/ENSG00000152952/ENSG00000076716/ENSG00000065833/ENSG00000104812/ENSG00000188157/ENSG00000169439/ENSG00000146674/ENSG00000072682/ENSG00000163235/ENSG00000182197/ENSG00000170425,19
PEROXISOME,HALLMARK_PEROXISOME,'8/347,'62/2655,0.5737989530156893,0.9999984525565441,0.7999987620452353,ENSG00000143320/ENSG00000151726/ENSG00000124788/ENSG00000075223/ENSG00000125454/ENSG00000165092/ENSG00000197142/ENSG00000171793,8
APOPTOSIS,HALLMARK_APOPTOSIS,'14/347,'113/2655,0.6304694797568717,0.9999984525565441,0.7999987620452353,ENSG00000100234/ENSG00000102265/ENSG00000134531/ENSG00000131981/ENSG00000121858/ENSG00000181104/ENSG00000139329/ENSG00000011465/ENSG00000116717/ENSG00000087245/ENSG00000105974/ENSG00000118971/ENSG00000120885/ENSG00000026103,14
TGF_BETA_SIGNALING,HALLMARK_TGF_BETA_SIGNALING,'5/347,'42/2655,0.659005839700756,0.9999984525565441,0.7999987620452353,ENSG00000183691/ENSG00000166949/ENSG00000119681/ENSG00000137801/ENSG00000124225,5
FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,'11/347,'91/2655,0.6593076357347447,0.9999984525565441,0.7999987620452353,ENSG00000109814/ENSG00000197747/ENSG00000151726/ENSG00000115758/ENSG00000131471/ENSG00000065833/ENSG00000123689/ENSG00000104325/ENSG00000165092/ENSG00000116791/ENSG00000197142,11
HEDGEHOG_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,'3/347,'26/2655,0.680072780037223,0.9999984525565441,0.7999987620452353,ENSG00000075275/ENSG00000092964/ENSG00000176749,3
NOTCH_SIGNALING,HALLMARK_NOTCH_SIGNALING,'3/347,'26/2655,0.680072780037223,0.9999984525565441,0.7999987620452353,ENSG00000148737/ENSG00000163909/ENSG00000105989,3
P53_PATHWAY,HALLMARK_P53_PATHWAY,'17/347,'143/2655,0.7049170023669988,0.9999984525565441,0.7999987620452353,ENSG00000196154/ENSG00000141232/ENSG00000197747/ENSG00000181104/ENSG00000128422/ENSG00000139687/ENSG00000132334/ENSG00000116717/ENSG00000118971/ENSG00000163235/ENSG00000145632/ENSG00000118308/ENSG00000140945/ENSG00000197461/ENSG00000085117/ENSG00000026103/ENSG00000176749,17
ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,'8/347,'70/2655,0.7135844995082341,0.9999984525565441,0.7999987620452353,ENSG00000120899/ENSG00000166710/ENSG00000140263/ENSG00000138641/ENSG00000124225/ENSG00000140526/ENSG00000072110/ENSG00000154734,8
ESTROGEN_RESPONSE_EARLY,HALLMARK_ESTROGEN_RESPONSE_EARLY,'18/347,'159/2655,0.7841953131469734,0.9999984525565441,0.7999987620452353,ENSG00000197321/ENSG00000141232/ENSG00000006534/ENSG00000075275/ENSG00000003137/ENSG00000155792/ENSG00000140526/ENSG00000136068/ENSG00000154553/ENSG00000150687/ENSG00000148154/ENSG00000134352/ENSG00000074410/ENSG00000144749/ENSG00000163659/ENSG00000116774/ENSG00000166833/ENSG00000132382,18
PI3K_AKT_MTOR_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,'5/347,'51/2655,0.8161810128032451,0.9999984525565441,0.7999987620452353,ENSG00000166501/ENSG00000070190/ENSG00000155926/ENSG00000147168/ENSG00000102547,5
PANCREAS_BETA_CELLS,HALLMARK_PANCREAS_BETA_CELLS,'1/347,'13/2655,0.8388234456791386,0.9999984525565441,0.7999987620452353,ENSG00000204103,1
WNT_BETA_CATENIN_SIGNALING,HALLMARK_WNT_BETA_CATENIN_SIGNALING,'2/347,'25/2655,0.8577901415823016,0.9999984525565441,0.7999987620452353,ENSG00000118971/ENSG00000107984,2
MITOTIC_SPINDLE,HALLMARK_MITOTIC_SPINDLE,'13/347,'132/2655,0.8997461023199264,0.9999984525565441,0.7999987620452353,ENSG00000196924/ENSG00000134516/ENSG00000159023/ENSG00000129116/ENSG00000136068/ENSG00000071205/ENSG00000035403/ENSG00000159842/ENSG00000007047/ENSG00000084731/ENSG00000141298/ENSG00000211455/ENSG00000099331,13
MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,'14/347,'145/2655,0.9210350055650726,0.9999984525565441,0.7999987620452353,ENSG00000129521/ENSG00000135842/ENSG00000111144/ENSG00000010278/ENSG00000140263/ENSG00000060982/ENSG00000152952/ENSG00000105835/ENSG00000065833/ENSG00000070190/ENSG00000155926/ENSG00000059804/ENSG00000165704/ENSG00000127951,14
MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,'2/347,'33/2655,0.9424619219921155,0.9999984525565441,0.7999987620452353,ENSG00000140263/ENSG00000132382,2
XENOBIOTIC_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,'11/347,'131/2655,0.9670187472413383,0.9999984525565441,0.7999987620452353,ENSG00000109814/ENSG00000103569/ENSG00000183010/ENSG00000060982/ENSG00000088826/ENSG00000139508/ENSG00000165704/ENSG00000117594/ENSG00000109072/ENSG00000026103/ENSG00000140968,11
UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,'4/347,'72/2655,0.9894230979250203,0.9999984525565441,0.7999987620452353,ENSG00000100196/ENSG00000137267/ENSG00000065485/ENSG00000185745,4
SPERMATOGENESIS,HALLMARK_SPERMATOGENESIS,'1/347,'44/2655,0.998004763839812,0.9999984525565441,0.7999987620452353,ENSG00000126803,1
MYC_TARGETS_V1,HALLMARK_MYC_TARGETS_V1,'5/347,'100/2655,0.9980801942911584,0.9999984525565441,0.7999987620452353,ENSG00000101911/ENSG00000115758/ENSG00000165704/ENSG00000123131/ENSG00000171793,5
PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,'1/347,'51/2655,0.9992655794193299,0.9999984525565441,0.7999987620452353,ENSG00000136193,1
ADIPOGENESIS,HALLMARK_ADIPOGENESIS,'7/347,'140/2655,0.999649759176245,0.9999984525565441,0.7999987620452353,ENSG00000141232/ENSG00000170525/ENSG00000138764/ENSG00000116717/ENSG00000065833/ENSG00000125730/ENSG00000104325,7
UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_UP,'4/347,'108/2655,0.9998166376765261,0.9999984525565441,0.7999987620452353,ENSG00000154553/ENSG00000134352/ENSG00000126803/ENSG00000163932,4
G2M_CHECKPOINT,HALLMARK_G2M_CHECKPOINT,'5/347,'122/2655,0.9998319109749487,0.9999984525565441,0.7999987620452353,ENSG00000189159/ENSG00000166949/ENSG00000115758/ENSG00000143815/ENSG00000007968,5
DNA_REPAIR,HALLMARK_DNA_REPAIR,'2/347,'81/2655,0.9998665110014914,0.9999984525565441,0.7999987620452353,ENSG00000134326/ENSG00000165704,2
E2F_TARGETS,HALLMARK_E2F_TARGETS,'4/347,'118/2655,0.9999449222572468,0.9999984525565441,0.7999987620452353,ENSG00000189159/ENSG00000123131/ENSG00000143815/ENSG00000171793,4
OXIDATIVE_PHOSPHORYLATION,HALLMARK_OXIDATIVE_PHOSPHORYLATION,'3/347,'131/2655,0.9999984525565441,0.9999984525565441,0.7999987620452353,ENSG00000104325/ENSG00000143153/ENSG00000069535,3
